KHM,Quarter,mahieu,lat,lon,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
NB76,,NB76,469532,2354602,,6.57,,7.89,,,,,15.2,1.5,,,0.023181624212957493,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0116,,,
NB76,,NB76,469532,2354602,,7.02,,7.81,,,,,3.9,1.5,,,0.031397612761189964,,,0.0018,0.0002,0.0022,0.00045,0.00025,0.0043,,,
NB76,,NB76,469532,2354602,,6.91,,7.78,,,,,4.3,1.5,,,0.04362027319888372,,,0.0014,0.0001,0.001,0.00045,0.00025,0.0059,,,
NB76,,NB76,469532,2354602,,5.95,,7.77,,,,,9.2,1.5,,,0.03608756879613348,,,0.0016,0.0001,0.0014,0.00045,0.00025,0.0072,,,
NB76,,NB76,469532,2354602,,5.89,,7.72,,,,,4.2,1.5,,,0.02958032278562218,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0135,,,
NB76,,NB76,469532,2354602,,5.8,,7.7,,,,,4.2,1.5,,,0.02932766057358072,,,0.0021,0.0001,0.0016,0.00045,0.00025,0.0059,,,
NB76,,NB76,469532,2354602,,5.88,,7.76,,,,,4.2,1.5,,,0.028924876596946054,,,0.0024,0.0001,0.001,0.00045,0.00025,0.0084,,,
NB76,,NB76,469532,2354602,,5.81,,7.71,,,,,4.2,1.5,,,0.02722301461164228,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0082,,,
NB76,,NB76,469532,2354602,,5.95,,7.77,,,,,3.8,1.5,,,0.06,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0066,,,
NB76,,NB76,469532,2354602,,5.72,,7.81,,,,,4.3,1.5,,,0.04172117615611907,,,0.0018,0.0001,0.0012,0.00045,0.00025,0.0079,,,
NB76,,NB76,469532,2354602,,5.77,,7.83,,,,,4.8,1.5,,,0.05166339102356428,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB76,,NB76,469532,2354602,,5.83,,7.86,,,,,4.3,1.5,,,0.03136479160047061,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB76,,NB76,469532,2354602,,5.91,,7.89,,,,,3.6,1,,,0.03501016201274571,,,0.0014,0.0001,0.0001,0.0013,0.0001,0.012,,,
NB76,,NB76,469532,2354602,,5.79,,7.76,,,,,4.5,1,,,0.028912111458221593,,,0.0011,0.0001,0.0001,0.0016,0.0001,0.0097,,,
NB76,,NB76,469532,2354602,,5.68,,7.8,,,,,4.3,1,,,0.01431381322631946,,,0.0018,0.0002,0.0272,0.0123,0.0001,0.0916,,,
NB76,,NB76,469532,2354602,,5.79,,7.82,,,,,4.2,1,,,0.022719865924858456,,,0.0015,0.0001,0.0006,0.00015,0.0001,0.0077,,,
NB77,,NB77,482845,2349384,,6.76,,8.03,,,,,3.6,1.5,,,0.019420268972873238,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0097,,,
NB77,,NB77,482845,2349384,,7.08,,7.92,,,,,5.1,1.5,,,0.016560443937947256,,,0.0016,0.0001,0.0016,0.00045,0.00025,0.0029,,,
NB77,,NB77,482845,2349384,,6.85,,7.9,,,,,3.6,1.5,,,0.02427612286074499,,,0.0014,0.0001,0.0009,0.00045,0.00025,0.0042,,,
NB77,,NB77,482845,2349384,,5.95,,7.77,,,,,9.2,1.5,,,0.06,,,0.0016,0.0001,0.0014,0.00045,0.00025,0.0072,,,
NB77,,NB77,482845,2349384,,6.17,,7.96,,,,,5.1,1.5,,,0.03685431623684817,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0108,,,
NB77,,NB77,482845,2349384,,6.08,,7.94,,,,,5.5,1.5,,,0.05981301909930105,,,0.0019,0.0001,0.0014,0.00045,0.00025,0.0045,,,
NB77,,NB77,482845,2349384,,6,,7.98,,,,,5.3,1.5,,,0.04347425212119817,,,0.0016,0.0001,0.0009,0.00045,0.00025,0.0097,,,
NB77,,NB77,482845,2349384,,6.06,,8.01,,,,,5.1,1.5,,,0.049747111571542484,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB77,,NB77,482845,2349384,,6.19,,7.98,,,,,4.7,1.5,,,0.02701263728327897,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB77,,NB77,482845,2349384,,6.05,,7.97,,,,,5.1,1.5,,,0.04529272355752241,,,0.0016,0.0001,0.0009,0.00045,0.00025,0.0092,,,
NB77,,NB77,482845,2349384,,6.15,,7.94,,,,,5.1,1.5,,,0.048784913186108045,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0067,,,
NB77,,NB77,482845,2349384,,6.25,,7.97,,,,,4.8,1.5,,,0.030384158662417542,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0109,,,
NB77,,NB77,482845,2349384,,6.14,,7.99,,,,,4.2,1,,,0.045881220910807104,,,0.0019,0.0001,0.0001,0.0009,0.0001,0.0132,,,
NB77,,NB77,482845,2349384,,6.11,,8,,,,,4.8,1,,,0.045991984908281255,,,0.0017,0.0001,0.0001,0.0012,0.0001,0.0121,,,
NB77,,NB77,482845,2349384,,6.19,,7.97,,,,,3.5,1,,,0.030684251712518942,,,0.0019,0.0011,0.0311,0.0141,0.0002,0.0741,,,
NB77,,NB77,482845,2349384,,6.2,,7.99,,,,,3.8,1,,,0.024923829826345112,,,0.0011,0.0001,0.0003,0.00015,0.0001,0.0117,,,
NB78,,NB78,487264,2157972,,6.43,,7.65,,,,,13.4,1.5,,,0.02437521923345468,,,0.0009,0.0001,0.00045,0.00045,0.0011,0.001,,,
NB78,,NB78,487264,2157972,,7.21,,7.88,,,,,7.8,1.5,,,0.03864702597711885,,,0.0019,0.0001,0.00045,0.0017,0.00025,0.0036,,,
NB78,,NB78,487264,2157972,,6.88,,7.88,,,,,8.5,1.5,,,0.04216999944657195,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0064,,,
NB78,,NB78,487264,2157972,,6.33,,7.99,,,,,4.7,1.5,,,0.028095650288322366,,,0.0018,0.0001,0.0009,0.00045,0.00025,0.0058,,,
NB78,,NB78,487264,2157972,,5.91,,7.74,,,,,8.4,1.5,,,0.03781609089837778,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB78,,NB78,487264,2157972,,5.87,,7.7,,,,,8.1,1.5,,,0.046064600659000914,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB78,,NB78,487264,2157972,,5.84,,7.77,,,,,8.4,1.5,,,0.046867778293408685,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB78,,NB78,487264,2157972,,5.81,,7.73,,,,,8.5,1.5,,,0.06,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0062,,,
NB78,,NB78,487264,2157972,,5.87,,7.79,,,,,8.1,1.5,,,0.05951904526552745,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB78,,NB78,487264,2157972,,5.81,,7.72,,,,,8.2,1.5,,,0.026046626852430244,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0101,,,
NB78,,NB78,487264,2157972,,5.89,,7.85,,,,,8.7,1.5,,,0.06,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0118,,,
NB78,,NB78,487264,2157972,,5.97,,7.91,,,,,8.2,1.5,,,0.030891706469503805,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0119,,,
NB78,,NB78,487264,2157972,,5.96,,7.85,,,,,7.4,1,,,0.05471307710680453,,,0.0014,0.0001,0.0001,0.0006,0.0001,0.0117,,,
NB78,,NB78,487264,2157972,,5.92,,7.75,,,,,7.5,1,,,0.038388286492557835,,,0.0012,0.0001,0.0001,0.0006,0.0001,0.0117,,,
NB78,,NB78,487264,2157972,,5.81,,7.81,,,,,8.2,1,,,0.03225233531878081,,,0.0013,0.0001,0.0001,0.00015,5e-05,0.0557,,,
NB78,,NB78,487264,2157972,,5.92,,7.89,,,,,5.6,1,,,0.019440862361800197,,,0.0009,0.0001,0.0001,0.00015,0.0006,0.001,,,
NB79,,NB79,492995,2361229,,6.27,,7.95,,,,,21.8,70,,,0.03519341174877952,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB79,,NB79,492995,2361229,,7.09,,7.61,,,,,8.2,70,,,0.02127322182412551,,,0.0018,0.0001,0.00045,0.0009,0.00025,0.0068,,,
NB79,,NB79,492995,2361229,,6.91,,7.66,,,,,8.4,1.5,,,0.05319498545897573,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0137,,,
NB79,,NB79,492995,2361229,,6.01,,7.86,,,,,8.1,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0068,,,
NB79,,NB79,492995,2361229,,5.95,,7.86,,,,,8.5,90,,,0.02805099550478488,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB79,,NB79,492995,2361229,,5.9,,7.84,,,,,8.8,70,,,0.04178872215806473,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB79,,NB79,492995,2361229,,5.93,,7.88,,,,,9.7,150,,,0.028788232327008154,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0112,,,
NB79,,NB79,492995,2361229,,5.91,,7.84,,,,,9.2,150,,,0.029818176164023876,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0105,,,
NB79,,NB79,492995,2361229,,5.98,,7.94,,,,,9.5,1.5,,,0.049601807142937444,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0124,,,
NB79,,NB79,492995,2361229,,5.86,,7.81,,,,,9.7,1.5,,,0.036933245812263454,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0115,,,
NB79,,NB79,492995,2361229,,5.82,,7.81,,,,,9.3,1.5,,,0.06,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0131,,,
NB79,,NB79,492995,2361229,,5.84,,7.83,,,,,8.6,1.5,,,0.031442764446598555,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0132,,,
NB79,,NB79,492995,2361229,,5.91,,7.97,,,,,8.4,1,,,0.05381676822347632,,,0.0019,0.0001,0.0001,0.0004,0.0001,0.0131,,,
NB79,,NB79,492995,2361229,,5.79,,7.83,,,,,9.2,1,,,0.03880024209894324,,,0.0016,0.0001,0.0001,0.0004,0.0001,0.0131,,,
NB79,,NB79,492995,2361229,,5.88,,7.85,,,,,8.5,1,,,0.049986224521536796,,,0.0011,0.0001,0.0001,0.00015,0.0003,0.002,,,
NB79,,NB79,492995,2361229,,5.76,,7.8,,,,,6.2,1,,,0.03184536167542245,,,0.0016,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB80,,NB80,497074,2362684,,6.86,,8.09,,,,,12.3,1.5,,,0.03678589826103479,,,0.0013,0.0001,0.00045,0.00045,0.0019,0.001,,,
NB80,,NB80,497074,2362684,,7.12,,8.06,,,,,3.7,1.5,,,0.03591646554305593,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0067,,,
NB80,,NB80,497074,2362684,,6.97,,8.09,,,,,3.6,1.5,,,0.02765549574262132,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0129,,,
NB80,,NB80,497074,2362684,,6.09,,7.63,,,,,8.8,90,,,0.04761991834815195,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0052,,,
NB80,,NB80,497074,2362684,,6.03,,7.99,,,,,4.2,1.5,,,0.04741596845737657,,,0.0015,0.0001,0.00045,0.00045,0.0011,0.001,,,
NB80,,NB80,497074,2362684,,5.98,,7.96,,,,,4.2,1.5,,,0.04645081791783734,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB80,,NB80,497074,2362684,,5.95,,7.99,,,,,4.5,1.5,,,0.06,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0054,,,
NB80,,NB80,497074,2362684,,5.92,,7.97,,,,,4.2,1.5,,,0.06,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0131,,,
NB80,,NB80,497074,2362684,,6.06,,8.02,,,,,4.2,1.5,,,0.03269054458907319,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0158,,,
NB80,,NB80,497074,2362684,,5.93,,7.92,,,,,4.2,1.5,,,0.04288020262479293,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB80,,NB80,497074,2362684,,5.87,,8.02,,,,,3.8,1.5,,,0.02987104917630686,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.007,,,
NB80,,NB80,497074,2362684,,5.91,,8.04,,,,,3.6,1.5,,,0.03777180993287919,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0101,,,
NB80,,NB80,497074,2362684,,6.02,,8.01,,,,,3.6,1,,,0.030130604781786564,,,0.0017,0.0001,0.0001,0.0006,0.0001,0.0138,,,
NB80,,NB80,497074,2362684,,5.84,,7.95,,,,,3.9,1,,,0.06,,,0.0014,0.0001,0.0001,0.0006,0.0001,0.0138,,,
NB80,,NB80,497074,2362684,,5.8,,8.04,,,,,3.6,1,,,0.04273495322742011,,,0.0012,0.0001,0.0001,0.0023,0.0002,0.001,,,
NB80,,NB80,497074,2362684,,6.03,,8.01,,,,,<3,1,,,0.034605221335887976,,,0.0011,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB81,,NB81,499994,2364428,,6.52,,7.91,,,,,12.6,1.5,,,0.05774622488889452,,,0.0007,0.0001,0.00045,0.00045,0.0005,0.001,,,
NB81,,NB81,499994,2364428,,7.09,,7.96,,,,,6.2,1.5,,,0.017042906213282777,,,0.0021,0.0001,0.00045,0.0015,0.00025,0.0055,,,
NB81,,NB81,499994,2364428,,6.8,,8.02,,,,,6.2,1.5,,,0.018038469389125098,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0082,,,
NB81,,NB81,499994,2364428,,6.23,,8.04,,,,,3.9,1.5,,,0.049987324141076546,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB81,,NB81,499994,2364428,,6.09,,8.02,,,,,5.5,1.5,,,0.038283740302839105,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB81,,NB81,499994,2364428,,6,,8,,,,,5.1,1.5,,,0.04101495690058418,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0105,,,
NB81,,NB81,499994,2364428,,5.97,,8.02,,,,,5.2,1.5,,,0.023149231286206804,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0126,,,
NB81,,NB81,499994,2364428,,5.96,,7.98,,,,,5.1,1.5,,,0.03713885051681193,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB81,,NB81,499994,2364428,,6.01,,8.04,,,,,5.2,1.5,,,0.06,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB81,,NB81,499994,2364428,,5.92,,7.97,,,,,5.1,1.5,,,0.050504223072815525,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB81,,NB81,499994,2364428,,5.92,,8.06,,,,,5.5,1.5,,,0.03983116728512206,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0108,,,
NB81,,NB81,499994,2364428,,5.97,,8.04,,,,,5.4,1.5,,,0.03193910912562675,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0114,,,
NB81,,NB81,499994,2364428,,6,,8.02,,,,,4.2,1,,,0.032458620644169704,,,0.0016,0.0001,0.0001,0.001,0.0001,0.0143,,,
NB81,,NB81,499994,2364428,,5.99,,7.99,,,,,4.5,1,,,0.017300884462666758,,,0.0013,0.0001,0.0001,0.001,0.0001,0.0143,,,
NB81,,NB81,499994,2364428,,5.96,,8.02,,,,,4.1,1,,,0.04112212750706977,,,0.0016,0.0001,0.0001,0.0013,0.0006,0.001,,,
NB81,,NB81,499994,2364428,,5.91,,8.02,,,,,<3,1,,,0.05089563761115467,,,0.0014,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB82,,NB82,500633,2359689,,6.95,,8.04,,,,,10.8,1.5,,,0.021148303697866556,,,0.001,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB82,,NB82,500633,2359689,,7.18,,7.91,,,,,3.3,1.5,,,0.02946409822176238,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0016,,,
NB82,,NB82,500633,2359689,,6.95,,7.88,,,,,3.8,1.5,,,0.024612116351177493,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0098,,,
NB82,,NB82,500633,2359689,,6.1,,7.93,,,,,7.2,1.5,,,0.02638841369483542,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB82,,NB82,500633,2359689,,6.14,,8.05,,,,,4.7,1.5,,,0.03818683830888597,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB82,,NB82,500633,2359689,,6.02,,8.01,,,,,4.5,1.5,,,0.017584302241399976,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0141,,,
NB82,,NB82,500633,2359689,,6,,8,,,,,4.3,1.5,,,0.04680117875426694,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0109,,,
NB82,,NB82,500633,2359689,,5.95,,7.95,,,,,4.7,1.5,,,0.0492318395226502,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0123,,,
NB82,,NB82,500633,2359689,,6.05,,8.06,,,,,3.9,1.5,,,0.034192546767762316,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0143,,,
NB82,,NB82,500633,2359689,,5.96,,7.98,,,,,4.7,1.5,,,0.015229777788286776,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0122,,,
NB82,,NB82,500633,2359689,,6.06,,8.05,,,,,4.7,1.5,,,0.026092705898416096,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB82,,NB82,500633,2359689,,6.11,,8.06,,,,,4.4,1.5,,,0.058574966373679156,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0146,,,
NB82,,NB82,500633,2359689,,6.1,,8.03,,,,,3.7,1,,,0.013672913438660811,,,0.0018,0.0001,0.0001,0.0004,0.0001,0.0144,,,
NB82,,NB82,500633,2359689,,5.87,,8,,,,,4.2,1,,,0.03301732833649284,,,0.0016,0.0001,0.0001,0.0004,0.0001,0.0144,,,
NB82,,NB82,500633,2359689,,6,,8.09,,,,,3.7,1,,,0.02441174129797221,,,0.002,0.0003,0.04,0.0021,0.0005,0.0714,,,
NB82,,NB82,500633,2359689,,6.18,,8.07,,,,,<3,1,,,0.05014589847767822,,,0.0011,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB83,,NB83,499505,2356931,,6.75,,7.96,,,,,11.2,1.5,,,0.029318071945774796,,,0.0019,0.0001,0.00045,0.00045,0.0006,0.001,,,
NB83,,NB83,499505,2356931,,7.05,,8.05,,,,,4.2,1.5,,,0.04336355567712461,,,0.0019,0.0001,0.00045,0.002,0.00025,0.006,,,
NB83,,NB83,499505,2356931,,6.85,,8.03,,,,,3.7,1.5,,,0.04597985239119088,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0107,,,
NB83,,NB83,499505,2356931,,6.19,,7.9,,,,,4.4,1.5,,,0.06,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB83,,NB83,499505,2356931,,6.19,,8.09,,,,,4.5,1.5,,,0.03479512251972944,,,0.0016,0.0001,0.00045,0.00045,0.0009,0.001,,,
NB83,,NB83,499505,2356931,,6.1,,8.04,,,,,4.8,1.5,,,0.04292676664552647,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0066,,,
NB83,,NB83,499505,2356931,,6.12,,8.06,,,,,4.7,1.5,,,0.021854576185800525,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0083,,,
NB83,,NB83,499505,2356931,,6.05,,8.03,,,,,4.3,1.5,,,0.05767913002158605,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.009,,,
NB83,,NB83,499505,2356931,,6.12,,8.11,,,,,4.7,1.5,,,0.02842384587142691,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0119,,,
NB83,,NB83,499505,2356931,,6.02,,8.01,,,,,5.2,1.5,,,0.030559828816778645,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0076,,,
NB83,,NB83,499505,2356931,,6.05,,8.03,,,,,5.2,1.5,,,0.0371521347032738,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0111,,,
NB83,,NB83,499505,2356931,,6.09,,8.05,,,,,4.2,1.5,,,0.02124622254200438,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB83,,NB83,499505,2356931,,6.15,,8.06,,,,,4.7,1,,,0.04069373176850493,,,0.0014,0.0001,0.0001,0.0008,0.0001,0.0103,,,
NB83,,NB83,499505,2356931,,6.08,,8.03,,,,,4.8,1,,,0.05319820864726878,,,0.0012,0.0001,0.0001,0.0008,0.0001,0.0103,,,
NB83,,NB83,499505,2356931,,6.12,,8.06,,,,,3.2,1,,,0.04165196288072212,,,0.0017,0.0001,0.0001,0.0012,0.0005,0.001,,,
NB83,,NB83,499505,2356931,,6.02,,8.03,,,,,<3,1,,,0.021046688323780337,,,0.0012,0.0001,0.0001,0.00015,0.0008,0.001,,,
NB84,,NB84,508334,2362922,,6.62,,8.06,,,,,7.4,1.5,,,0.03580835928991652,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB84,,NB84,508334,2362922,,7.04,,8.07,,,,,3.3,1.5,,,0.049021099111593074,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0041,,,
NB84,,NB84,508334,2362922,,6.92,,8.09,,,,,4.7,1.5,,,0.018951438801988678,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB84,,NB84,508334,2362922,,6.1,,7.93,,,,,7.2,1.5,,,0.025361607198070797,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB84,,NB84,508334,2362922,,5.99,,8.04,,,,,4.6,1.5,,,0.0514723067415035,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB84,,NB84,508334,2362922,,5.91,,8.01,,,,,4.5,1.5,,,0.041308331980906304,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB84,,NB84,508334,2362922,,5.97,,8.03,,,,,4.8,1.5,,,0.04348985114926055,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0132,,,
NB84,,NB84,508334,2362922,,5.92,,8.05,,,,,4.8,1.5,,,0.06,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0116,,,
NB84,,NB84,508334,2362922,,6,,8.02,,,,,4.3,1.5,,,0.04439165756401986,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0137,,,
NB84,,NB84,508334,2362922,,5.86,,7.98,,,,,4.7,1.5,,,0.047547537035277525,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0096,,,
NB84,,NB84,508334,2362922,,5.9,,8.06,,,,,5.7,1.5,,,0.06,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0075,,,
NB84,,NB84,508334,2362922,,5.94,,8.05,,,,,4.8,1.5,,,0.03465829094294538,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB84,,NB84,508334,2362922,,6.04,,8,,,,,3.5,1,,,0.028041109380031706,,,0.0018,0.0001,0.0001,0.0007,0.0001,0.0136,,,
NB84,,NB84,508334,2362922,,5.9,,7.99,,,,,4.2,1,,,0.0437402097930372,,,0.0016,0.0001,0.0001,0.0007,0.0001,0.0136,,,
NB84,,NB84,508334,2362922,,5.99,,8.03,,,,,3.5,1,,,0.043918185875896805,,,0.0021,0.0005,0.0408,0.0068,0.0002,0.0683,,,
NB84,,NB84,508334,2362922,,6.03,,8.02,,,,,<3,1,,,0.030939491241571238,,,0.0016,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB85,,NB85,507087,2374296,,6.33,,7.86,,,,,12.1,150,,,0.025754392656989356,,,0.0008,0.0001,0.00045,0.00045,0.0005,0.001,,,
NB85,,NB85,507087,2374296,,7.03,,7.48,,,,,6.6,150,,,0.06,,,0.0017,0.0001,0.00045,0.0012,0.00025,0.0055,,,
NB85,,NB85,507087,2374296,,6.79,,7.59,,,,,5.5,1.5,,,0.042167454207577205,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0075,,,
NB85,,NB85,507087,2374296,,6.05,,8.09,,,,,4.1,1.5,,,0.028716333226648672,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB85,,NB85,507087,2374296,,5.95,,7.59,,,,,6.4,200,,,0.05221296555518491,,,0.001,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB85,,NB85,507087,2374296,,5.58,,7.52,,,,,6.5,250,,,0.035999338280060314,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB85,,NB85,507087,2374296,,5.53,,7.48,,,,,6.7,250,,,0.03417049102833823,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0144,,,
NB85,,NB85,507087,2374296,,5.59,,7.55,,,,,7.2,300,,,0.045926719666682624,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0129,,,
NB85,,NB85,507087,2374296,,5.9,,7.73,,,,,6.9,1.5,,,0.023440866595706725,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0116,,,
NB85,,NB85,507087,2374296,,5.51,,7.48,,,,,6.2,1.5,,,0.04256368169598574,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0108,,,
NB85,,NB85,507087,2374296,,5.64,,7.56,,,,,6.8,1.5,,,0.06,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0122,,,
NB85,,NB85,507087,2374296,,5.68,,7.62,,,,,6.5,1.5,,,0.04435342898927545,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0124,,,
NB85,,NB85,507087,2374296,,5.95,,7.76,,,,,6.2,1,,,0.03267551906125243,,,0.0014,0.0001,0.0001,0.001,0.0001,0.013,,,
NB85,,NB85,507087,2374296,,5.58,,7.52,,,,,6.2,1,,,0.031160356650201594,,,0.0012,0.0001,0.0001,0.001,0.0001,0.013,,,
NB85,,NB85,507087,2374296,,5.5,,7.5,,,,,4.2,1,,,0.03227351056351278,,,0.002,0.0001,0.0255,0.0081,5e-05,0.0577,,,
NB85,,NB85,507087,2374296,,5.6,,7.68,,,,,3.6,1,,,0.03415709198568848,,,0.0011,0.0001,0.0001,0.00015,0.0008,0.001,,,
NB86,,NB86,515563,2378235,,6.46,,7.77,,,,,8.4,200,,,0.03265662649206403,,,0.0008,0.0001,0.00045,0.00045,0.0006,0.001,,,
NB86,,NB86,515563,2378235,,7.12,,7.72,,,,,5.5,200,,,0.05222018461215018,,,0.0016,0.0001,0.00045,0.001,0.00025,0.0055,,,
NB86,,NB86,515563,2378235,,6.84,,7.79,,,,,7.5,1.5,,,0.019973301195350904,,,0.0011,0.0001,0.00045,0.00045,0.00025,0.0113,,,
NB86,,NB86,515563,2378235,,6.02,,7.51,,,,,7,200,,,0.05120148217660706,,,0.001,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB86,,NB86,515563,2378235,,5.88,,7.79,,,,,6.3,150,,,0.03263436428250062,,,0.0006,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB86,,NB86,515563,2378235,,5.81,,7.73,,,,,5.4,200,,,0.042940836061877104,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB86,,NB86,515563,2378235,,5.88,,7.79,,,,,6.2,200,,,0.024885711825553273,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0065,,,
NB86,,NB86,515563,2378235,,5.81,,7.84,,,,,7.5,90,,,0.06,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0065,,,
